field_query,paperId,title,url,publicationTypes,abstract,year,citationCount,journal_volume,authorIds,corresponding_author,venue,number_reviewers,reviewers,approved,comments,proceedings,edition,journal_name,keywords
Machine Learning,7eb733c8ac1b3d1dd8b50e066ddae10769e3b46e,CrypTen: Secure Multi-Party Computation Meets Machine Learning,https://www.semanticscholar.org/paper/7eb733c8ac1b3d1dd8b50e066ddae10769e3b46e,JournalArticle,"Secure multi-party computation (MPC) allows parties to perform computations on data while keeping that data private. This capability has great potential for machine-learning applications: it facilitates training of machine-learning models on private data sets owned by different parties, evaluation of one party's private model using another party's private data, etc. Although a range of studies implement machine-learning models via secure MPC, such implementations are not yet mainstream. Adoption of secure MPC is hampered by the absence of flexible software frameworks that""speak the language""of machine-learning researchers and engineers. To foster adoption of secure MPC in machine learning, we present CrypTen: a software framework that exposes popular secure MPC primitives via abstractions that are common in modern machine-learning frameworks, such as tensor computations, automatic differentiation, and modular neural networks. This paper describes the design of CrypTen and measure its performance on state-of-the-art models for text classification, speech recognition, and image classification. Our benchmarks show that CrypTen's GPU support and high-performance communication between (an arbitrary number of) parties allows it to perform efficient private evaluation of modern machine-learning models under a semi-honest threat model. For example, two parties using CrypTen can securely predict phonemes in speech recordings using Wav2Letter faster than real-time. We hope that CrypTen will spur adoption of secure MPC in the machine-learning community.",2021,218,abs/2109.00984,"[2713842.0, 2262405.0, 144479015.0, 2264597.0, 3407874.0, 1803520.0]",2713842.0,Vaduz,2,"[48662861.0, 3055912.0]",Y,"['Also, they argue that batch normalization in this network is replaced with the shift-quantize operations, and what is matter in this case is (1) the relative values (“orientations”) and not the absolute values and (2) small values in errors are negligible.', 'This is a nice result, but I did not feel as though their algorithm was sufficently different from the algorithm used by Liang et.']",,,Neural Information Processing Systems,"['machinelearning', 'mpc', 'parties', 'machine learning', 'Machine Learning']"
Machine Learning,9e27190f2d9b2167d4a66b88696def4585072fd5,SoilGrids250m: Global gridded soil information based on machine learning,https://www.semanticscholar.org/paper/9e27190f2d9b2167d4a66b88696def4585072fd5,JournalArticle,"This paper describes the technical development and accuracy assessment of the most recent and improved version of the SoilGrids system at 250m resolution (June 2016 update). SoilGrids provides global predictions for standard numeric soil properties (organic carbon, bulk density, Cation Exchange Capacity (CEC), pH, soil texture fractions and coarse fragments) at seven standard depths (0, 5, 15, 30, 60, 100 and 200 cm), in addition to predictions of depth to bedrock and distribution of soil classes based on the World Reference Base (WRB) and USDA classification systems (ca. 280 raster layers in total). Predictions were based on ca. 150,000 soil profiles used for training and a stack of 158 remote sensing-based soil covariates (primarily derived from MODIS land products, SRTM DEM derivatives, climatic images and global landform and lithology maps), which were used to fit an ensemble of machine learning methods—random forest and gradient boosting and/or multinomial logistic regression—as implemented in the R packages ranger, xgboost, nnet and caret. The results of 10–fold cross-validation show that the ensemble models explain between 56% (coarse fragments) and 83% (pH) of variation with an overall average of 61%. Improvements in the relative accuracy considering the amount of variation explained, in comparison to the previous version of SoilGrids at 1 km spatial resolution, range from 60 to 230%. Improvements can be attributed to: (1) the use of machine learning instead of linear regression, (2) to considerable investments in preparing finer resolution covariate layers and (3) to insertion of additional soil profiles. Further development of SoilGrids could include refinement of methods to incorporate input uncertainties and derivation of posterior probability distributions (per pixel), and further automation of spatial modeling so that soil maps can be generated for potentially hundreds of soil variables. Another area of future research is the development of methods for multiscale merging of SoilGrids predictions with local and/or national gridded soil products (e.g. up to 50 m spatial resolution) so that increasingly more accurate, complete and consistent global soil information can be produced. SoilGrids are available under the Open Data Base License.",2017,2378,12,"[2856207.0, 7549589.0, 145253407.0, 9583743.0, 30504500.0, 9030720.0, 2228185935.0, 3376186.0, 3018223.0, 1402912902.0, 145669099.0, 145632581.0, 145028966.0, 49399380.0, 100653750.0, 32830771.0, 2924968.0, 2146245.0, 4953836.0]",2856207.0,Oslo,3,"[51225422.0, 1718467.0, 2073283133.0]",Y,"['To accommodate different goal stacking states the authors extend the state representation of DQN.', 'Neumann Optimizer: A Practical Optimization Algorithm for Deep Neural Networks Summary: The paper proposes Neumman optimizer, which makes some adjustments to the idealized Neumman algorithm to improve performance and stability in training.', 'Comments: The paper is badly structured and is sometimes hard to read because it does not present in a linear way the classic ingredients of Machine Learning, expression of the full function to be estimated, equations of each layer, description of the set of parameters to be learned and the loss function.']",,,PLoS ONE,"['soil', 'soilgrids', 'resolution', 'machine learning', 'Machine Learning']"
Machine Learning,2afa490dde7a8c582d889530c7f8b042fef6a8b7,Machine learning–accelerated computational fluid dynamics,https://www.semanticscholar.org/paper/2afa490dde7a8c582d889530c7f8b042fef6a8b7,JournalArticle,"Significance Accurate simulation of fluids is important for many science and engineering problems but is very computationally demanding. In contrast, machine-learning models can approximate physics very quickly but at the cost of accuracy. Here we show that using machine learning inside traditional fluid simulations can improve both accuracy and speed, even on examples very different from the training data. Our approach opens the door to applying machine learning to large-scale physical modeling tasks like airplane design and climate prediction. Numerical simulation of fluids plays an essential role in modeling many physical phenomena, such as weather, climate, aerodynamics, and plasma physics. Fluids are well described by the Navier–Stokes equations, but solving these equations at scale remains daunting, limited by the computational cost of resolving the smallest spatiotemporal features. This leads to unfavorable trade-offs between accuracy and tractability. Here we use end-to-end deep learning to improve approximations inside computational fluid dynamics for modeling two-dimensional turbulent flows. For both direct numerical simulation of turbulence and large-eddy simulation, our results are as accurate as baseline solvers with 8 to 10× finer resolution in each spatial dimension, resulting in 40- to 80-fold computational speedups. Our method remains stable during long simulations and generalizes to forcing functions and Reynolds numbers outside of the flows where it is trained, in contrast to black-box machine-learning approaches. Our approach exemplifies how scientific computing can leverage machine learning and hardware accelerators to improve simulations without sacrificing accuracy or generalization.",2021,536,118,"[40833997.0, 2119124568.0, 2078196952.0, 2286764736.0, 36397553.0, 2257229905.0]",40833997.0,Reykjavik,2,"[3033269.0, 3094352.0]",Y,"['Suggestion: After capturing the motivation of the task, I suspect that the traditional tree-to-tree (also X-to-tree) ""statistical"" machine translation methods still can also work correctly in this task.', 'I feel that the authors should give a more prominent disclaimer to potential users of the test.']",,,Proceedings of the National Academy of Sciences of the United States of America,"['simulation', 'accuracy', 'fluids', 'machine learning', 'Machine Learning']"
Machine Learning,62df84d6a4d26f95e4714796c2337c9848cc13b5,MXNet: A Flexible and Efficient Machine Learning Library for Heterogeneous Distributed Systems,https://www.semanticscholar.org/paper/62df84d6a4d26f95e4714796c2337c9848cc13b5,JournalArticle,"MXNet is a multi-language machine learning (ML) library to ease the development of ML algorithms, especially for deep neural networks. Embedded in the host language, it blends declarative symbolic expression with imperative tensor computation. It offers auto differentiation to derive gradients. MXNet is computation and memory efficient and runs on various heterogeneous systems, ranging from mobile devices to distributed GPU clusters. 
This paper describes both the API design and the system implementation of MXNet, and explains how embedding of both symbolic expression and tensor operation is handled in a unified fashion. Our preliminary experiments reveal promising results on large scale deep neural network applications using multiple GPU machines.",2015,2146,abs/1512.01274,"[1913774.0, 2124778071.0, 2110420880.0, 1491081747.0, 48246959.0, 1508337194.0, 39102205.0, 2113742783.0, 151505981.0, 38448016.0]",1913774.0,Rome,2,"[2167765.0, 2483738.0]",Y,"['On empirical evaluation, I already mentioned that it impossible to understand what the classification problem on TIMIT is. I suspect it might be speaker identification.', 'Although, a more detailed discussion and a clearer explanation is needed to clarify what SSF is actually doing, based on the provided formulation.']",,,arXiv.org,"['mxnet', 'expression', 'tensor', 'machine learning', 'Machine Learning']"
Machine Learning,c5c4142a01981787a71bf6ebcb791520c458ab5d,FedML: A Research Library and Benchmark for Federated Machine Learning,https://www.semanticscholar.org/paper/c5c4142a01981787a71bf6ebcb791520c458ab5d,JournalArticle,"Federated learning is a rapidly growing research field in the machine learning domain. Although considerable research efforts have been made, existing libraries cannot adequately support diverse algorithmic development (e.g., diverse topology and flexible message exchange), and inconsistent dataset and model usage in experiments make fair comparisons difficult. In this work, we introduce FedML, an open research library and benchmark that facilitates the development of new federated learning algorithms and fair performance comparisons. FedML supports three computing paradigms (distributed training, mobile on-device training, and standalone simulation) for users to conduct experiments in different system environments. FedML also promotes diverse algorithmic research with flexible and generic API design and reference baseline implementations. A curated and comprehensive benchmark dataset for the non-I.I.D setting aims at making a fair comparison. We believe FedML can provide an efficient and reproducible means of developing and evaluating algorithms for the federated learning research community. We maintain the source code, documents, and user community at this https URL.",2020,420,abs/2007.13518,"[31927890.0, 2239461.0, 144491689.0, 2116031156.0, 2109798334.0, 2118775509.0, 2927870.0, 2034349211.0, 49660254.0, 2144035454.0, 144259957.0, 1505828520.0, 1614034792.0, 145711633.0, 153096457.0, 145599558.0, 121011351.0]",31927890.0,Andorra,3,"[93421340.0, 2990847.0, 50064714.0]",Y,"['Considering that this is a big, complicated system, it is crucial that the authors included both an ablation experiment to see which pieces were most important, and an experiment that indicates the amount of labeled data that would be required to achieve the same results with a supervised system.', 'Wasserstein distances for eliminating batch effect, not enough novelty and no thorough comparisons to other methods.', 'Inclusion of Assumption 3 would in particular require better justification.']",,,arXiv.org,"['research', 'fedml', 'development', 'machine learning', 'Machine Learning']"
Machine Learning,696b388ee6221c6dbcfd647a06883b2bfee773d9,Universal Differential Equations for Scientific Machine Learning,https://www.semanticscholar.org/paper/696b388ee6221c6dbcfd647a06883b2bfee773d9,JournalArticle,"
 In the context of science, the well-known adage “a picture is worth a thousand words” might well be “a model is worth a thousand datasets.” Scientific models, such as Newtonian physics or biological gene regulatory networks, are human-driven simplifications of complex phenomena that serve as surrogates for the countless experiments that validated the models. Recently, machine learning has been able to overcome the inaccuracies of approximate modeling by directly learning the entire set of nonlinear interactions from data. However, without any predetermined structure from the scientific basis behind the problem, machine learning approaches are flexible but data-expensive, requiring large databases of homogeneous labeled training data. A central challenge is reconciling data that is at odds with simplified models without requiring ""big data"". In this work demonstrate how a mathematical object, which we denote universal differential equations (UDEs), can be utilized as a theoretical underpinning to a diverse array of problems in scientific machine learning to yield efficient algorithms and generalized approaches. The UDE model augments scientific models with machine-learnable structures for scientifically-based learning. We show how UDEs can be utilized to discover previously unknown governing equations, accurately extrapolate beyond the original data, and accelerate model simulation, all in a time and data-efficient manner. This advance is coupled with open-source software that allows for training UDEs which incorporate physical constraints, delayed interactions, implicitly-defined events, and intrinsic stochasticity in the model. Our examples show how a diverse set of computationally-difficult modeling issues across scientific disciplines, from automatically discovering biological mechanisms to accelerating the training of physics-informed neural networks and large-eddy simulations, can all be transformed into UDE training problems that are efficiently solved by a single software methodology.",2020,448,abs/2001.04385,"[5365695.0, 20859037.0, 118225834.0, 1482544386.0, 123251938.0, 93421340.0, 2056678977.0, 37288593.0]",5365695.0,Skopje,2,"[49102717.0, 144531567.0]",Y,"['But, apparently, this is not the problem the authors actually solve, according to eq.', 'The authors propose a technique that achieves this aim by borrowing ideas from programming language and abstract interpretation.']",,,arXiv.org,"['data', 'model', 'models', 'machine learning', 'Machine Learning']"
Machine Learning,31cf4c96c5dd4ac5a6bbb4ac7b6bab763651624a,Prediction of Heart Disease Using a Combination of Machine Learning and Deep Learning,https://www.semanticscholar.org/paper/31cf4c96c5dd4ac5a6bbb4ac7b6bab763651624a,JournalArticle,"The correct prediction of heart disease can prevent life threats, and incorrect prediction can prove to be fatal at the same time. In this paper different machine learning algorithms and deep learning are applied to compare the results and analysis of the UCI Machine Learning Heart Disease dataset. The dataset consists of 14 main attributes used for performing the analysis. Various promising results are achieved and are validated using accuracy and confusion matrix. The dataset consists of some irrelevant features which are handled using Isolation Forest, and data are also normalized for getting better results. And how this study can be combined with some multimedia technology like mobile devices is also discussed. Using deep learning approach, 94.2% accuracy was obtained.",2021,249,2021,"[2066165404.0, 6806161.0, 2274111800.0, 2758504.0, 1577665701.0, 2218973562.0]",2066165404.0,Vaduz,3,"[9319875.0, 2143272549.0, 145217343.0]",Y,"['The biggest weakness of the paper (and the reason for my final decision) is that the paper completely goes easy on baseline models.', 'Preference elicitation and inverse reinforcement learning.', 'Detailed comments: The problem of unsupervised time series clustering is important and challenging.']",,,Computational Intelligence and Neuroscience,"['results', 'dataset', 'prediction', 'machine learning', 'Machine Learning']"
Machine Learning,4d8f0ae904779a50b2e18fec49e51a5661a98d8a,MRI-Based Brain Tumor Classification Using Ensemble of Deep Features and Machine Learning Classifiers,https://www.semanticscholar.org/paper/4d8f0ae904779a50b2e18fec49e51a5661a98d8a,JournalArticle,"Brain tumor classification plays an important role in clinical diagnosis and effective treatment. In this work, we propose a method for brain tumor classification using an ensemble of deep features and machine learning classifiers. In our proposed framework, we adopt the concept of transfer learning and uses several pre-trained deep convolutional neural networks to extract deep features from brain magnetic resonance (MR) images. The extracted deep features are then evaluated by several machine learning classifiers. The top three deep features which perform well on several machine learning classifiers are selected and concatenated as an ensemble of deep features which is then fed into several machine learning classifiers to predict the final output. To evaluate the different kinds of pre-trained models as a deep feature extractor, machine learning classifiers, and the effectiveness of an ensemble of deep feature for brain tumor classification, we use three different brain magnetic resonance imaging (MRI) datasets that are openly accessible from the web. Experimental results demonstrate that an ensemble of deep features can help improving performance significantly, and in most cases, support vector machine (SVM) with radial basis function (RBF) kernel outperforms other machine learning classifiers, especially for large datasets.",2021,223,21,"[2837279.0, 48740398.0, 1969352.0]",2837279.0,San Marino,3,"[8652308.0, 2109404730.0, 2273657478.0]",Y,"['Practical contributions: The paper introduces a new technique for training DNNs by forming a convex combination between two training data instances, as well as changing the associated label to the corresponding convex combination of the original 2 labels.', ""It's possible some of the issues arise from the particular architectures they choose to investigate and demonstrate on (eg I have mostly seen ResNets in the context of CNNs but they analyze on FC topologies, the form of the loss, etc) but that's a guess and there are some further analysis in the supp material for these networks which I haven't looked at in detail."", '""we use 2 transformation matrixes"" -> if you could please provide more details How is equation 2 related to figure 1?']",,,Italian National Conference on Sensors,"['machine', 'features', 'classifiers', 'machine learning', 'Machine Learning']"
Machine Learning,74b4f16c5ac91e3e7c88ae81cc8c91416b71d151,Towards the Systematic Reporting of the Energy and Carbon Footprints of Machine Learning,https://www.semanticscholar.org/paper/74b4f16c5ac91e3e7c88ae81cc8c91416b71d151,JournalArticle,"Accurate reporting of energy and carbon usage is essential for understanding the potential climate impacts of machine learning research. We introduce a framework that makes this easier by providing a simple interface for tracking realtime energy consumption and carbon emissions, as well as generating standardized online appendices. Utilizing this framework, we create a leaderboard for energy efficient reinforcement learning algorithms to incentivize responsible research in this area as an example for other areas of machine learning. Finally, based on case studies using our framework, we propose strategies for mitigation of carbon emissions and reduction of energy consumption. By making accounting easier, we hope to further the sustainable development of machine learning experiments and spur more research into energy efficient algorithms.",2020,311,abs/2002.05651,"[40068904.0, 2143911040.0, 8365320.0, 2563117.0, 1746807.0, 145134886.0]",40068904.0,Riga,3,"[145735309.0, 1679216.0, 2560362.0]",Y,"['The authors evaluate their method based on a mechanical turk survey, where humans are asked to judge the realism of the generated images; additionally, they propose to measure prediction quality by the distance between the manually annotated positions of objects within ground truth and predicted frames.', 'I feel most content of this paper (section 3, 4, 5) is observational results, and there is lack of solid analysis or discussion behind these observations.', 'Many relevant papers could be referenced in the introduction as examples of successes in computer vision tasks,  identity mapping initialization, recent interpretations of ResNets/DensetNets, etc.']",,,arXiv.org,"['energy', 'carbon', 'machine', 'machine learning', 'Machine Learning']"
Machine Learning,9583ac53a19cdf0db81fef6eb0b63e66adbe2324,Machine Learning with Adversaries: Byzantine Tolerant Gradient Descent,https://www.semanticscholar.org/paper/9583ac53a19cdf0db81fef6eb0b63e66adbe2324,Conference,"We study the resilience to Byzantine failures of distributed implementations of Stochastic Gradient Descent (SGD). So far, distributed machine learning frameworks have largely ignored the possibility of failures, especially arbitrary (i.e., Byzantine) ones. Causes of failures include software bugs, network asynchrony, biases in local datasets, as well as attackers trying to compromise the entire system. Assuming a set of n workers, up to f being Byzantine, we ask how resilient can SGD be, without limiting the dimension, nor the size of the parameter space. We first show that no gradient aggregation rule based on a linear combination of the vectors proposed by the workers (i.e, current approaches) tolerates a single Byzantine failure. We then formulate a resilience property of the aggregation rule capturing the basic requirements to guarantee convergence despite f Byzantine workers. We propose Krum, an aggregation rule that satisfies our resilience property, which we argue is the first provably Byzantine-resilient algorithm for distributed SGD. We also report on experimental evaluations of Krum.",2017,1176,,"[3094352.0, 9623412.0, 1727558.0, 1718150.0]",3094352.0,Amsterdam,3,"[2089990776.0, 2248549493.0, 2115692258.0]",Y,"['- In Section 4.3, why did you consider the entropy regularizer?', '-  Please also discuss the relationships, connections, and possible applications of your technique to other algorithms used in Bayesian optimization, active learning and/or sequential learning, for instance as M. U. Gutmann and J. Corander, “Bayesian optimization for likelihood-free inference of simulator-based statistical mod- els,” Journal of Machine Learning Research, vol.', 'The authors of this paper propose to use a deterministic policy instead, and apply the deterministic policy gradient DPG (Silver et al., 2014) for optimizing the behavior policy.']",Neural Information Processing Systems,17.0,,"['resilience', 'failures', 'sgd', 'machine learning', 'Machine Learning']"
Machine Learning,573fd2ce97c70bb29097e8efb28a27af791225ca,BadNets: Identifying Vulnerabilities in the Machine Learning Model Supply Chain,https://www.semanticscholar.org/paper/573fd2ce97c70bb29097e8efb28a27af791225ca,JournalArticle,"Deep learning-based techniques have achieved state-of-the-art performance on a wide variety of recognition and classification tasks. However, these networks are typically computationally expensive to train, requiring weeks of computation on many GPUs; as a result, many users outsource the training procedure to the cloud or rely on pre-trained models that are then fine-tuned for a specific task. In this paper we show that outsourced training introduces new security risks: an adversary can create a maliciously trained network (a backdoored neural network, or a \emph{BadNet}) that has state-of-the-art performance on the user's training and validation samples, but behaves badly on specific attacker-chosen inputs. We first explore the properties of BadNets in a toy example, by creating a backdoored handwritten digit classifier. Next, we demonstrate backdoors in a more realistic scenario by creating a U.S. street sign classifier that identifies stop signs as speed limits when a special sticker is added to the stop sign; we then show in addition that the backdoor in our US street sign detector can persist even if the network is later retrained for another task and cause a drop in accuracy of {25}\% on average when the backdoor trigger is present. These results demonstrate that backdoors in neural networks are both powerful and---because the behavior of neural networks is difficult to explicate---stealthy. This work provides motivation for further research into techniques for verifying and inspecting neural networks, just as we have developed tools for verifying and debugging software.",2017,1296,abs/1708.06733,"[2367353.0, 1398683279.0, 1696125.0]",2367353.0,Helsinki,3,"[2162042348.0, 143813668.0, 7482477.0]",Y,"['The paper considers single-agent problems and tests on Ms Pacman etc.', 'Because of this work seems likely to be of limited interest to the ICLR audience, most of which are potentially interested users rather than compiler experts.', 'Considering that this is a big, complicated system, it is crucial that the authors included both an ablation experiment to see which pieces were most important, and an experiment that indicates the amount of labeled data that would be required to achieve the same results with a supervised system.']",,,arXiv.org,"['networks', 'network', 'sign', 'machine learning', 'Machine Learning']"
Machine Learning,f86f1748d1b6d22870f4347fd5d65314ba800583,Reconciling modern machine-learning practice and the classical bias–variance trade-off,https://www.semanticscholar.org/paper/f86f1748d1b6d22870f4347fd5d65314ba800583,JournalArticle,"Significance While breakthroughs in machine learning and artificial intelligence are changing society, our fundamental understanding has lagged behind. It is traditionally believed that fitting models to the training data exactly is to be avoided as it leads to poor performance on unseen data. However, powerful modern classifiers frequently have near-perfect fit in training, a disconnect that spurred recent intensive research and controversy on whether theory provides practical insights. In this work, we show how classical theory and modern practice can be reconciled within a single unified performance curve and propose a mechanism underlying its emergence. We believe this previously unknown pattern connecting the structure and performance of learning architectures will help shape design and understanding of learning algorithms. Breakthroughs in machine learning are rapidly changing science and society, yet our fundamental understanding of this technology has lagged far behind. Indeed, one of the central tenets of the field, the bias–variance trade-off, appears to be at odds with the observed behavior of methods used in modern machine-learning practice. The bias–variance trade-off implies that a model should balance underfitting and overfitting: Rich enough to express underlying structure in data and simple enough to avoid fitting spurious patterns. However, in modern practice, very rich models such as neural networks are trained to exactly fit (i.e., interpolate) the data. Classically, such models would be considered overfitted, and yet they often obtain high accuracy on test data. This apparent contradiction has raised questions about the mathematical foundations of machine learning and their relevance to practitioners. In this paper, we reconcile the classical understanding and the modern practice within a unified performance curve. This “double-descent” curve subsumes the textbook U-shaped bias–variance trade-off curve by showing how increasing model capacity beyond the point of interpolation results in improved performance. We provide evidence for the existence and ubiquity of double descent for a wide spectrum of models and datasets, and we posit a mechanism for its emergence. This connection between the performance and the structure of machine-learning models delineates the limits of classical analyses and has implications for both the theory and the practice of machine learning.",2018,1268,116,"[145520115.0, 143724861.0, 143791100.0, 151213231.0]",145520115.0,Andorra,3,"[2238395310.0, 152125305.0, 145720154.0]",Y,"['Each extension to the Dual Actor-Critic is well motivated and clear in context.', 'Despite the thoroughness of the task and model descriptions, the proposed method is not well motivated.', 'The core idea is to represent a program as a graph that a GGNN can take as input, and train the GGNN to make token-level predictions that depend on the semantic context.']",,,Proceedings of the National Academy of Sciences of the United States of America,"['performance', 'models', 'data', 'machine learning', 'Machine Learning']"
Machine Learning,f70b2f20be241f445a61f33c4b8e76e554760340,Software Engineering for Machine Learning: A Case Study,https://www.semanticscholar.org/paper/f70b2f20be241f445a61f33c4b8e76e554760340,Conference,"Recent advances in machine learning have stimulated widespread interest within the Information Technology sector on integrating AI capabilities into software and services. This goal has forced organizations to evolve their development processes. We report on a study that we conducted on observing software teams at Microsoft as they develop AI-based applications. We consider a nine-stage workflow process informed by prior experiences developing AI applications (e.g., search and NLP) and data science tools (e.g. application diagnostics and bug reporting). We found that various Microsoft teams have united this workflow into preexisting, well-evolved, Agile-like software engineering processes, providing insights about several essential engineering challenges that organizations may face in creating large-scale AI solutions for the marketplace. We collected some best practices from Microsoft teams to address these challenges. In addition, we have identified three aspects of the AI domain that make it fundamentally different from prior software application domains: 1) discovering, managing, and versioning the data needed for machine learning applications is much more complex and difficult than other types of software engineering, 2) model customization and model reuse require very different skills than are typically found in software teams, and 3) AI components are more difficult to handle as distinct modules than traditional software components - models may be ""entangled"" in complex ways and experience non-monotonic error behavior. We believe that the lessons learned by Microsoft teams will be valuable to other organizations.",2019,616,,"[1719124.0, 1776779.0, 145193818.0, 1710751.0, 50355692.0, 1783184.0, 1693689.0, 2571049.0, 143609903.0]",1719124.0,Skopje,2,"[2112455515.0, 144027436.0]",Y,"['This would contradict some previously established convergence results for this type of problems: Reddi et al. (2016) Stochastic Variance Reduction for Nonconvex Optimization, ICML and Wang et al. 2013.', 'But in that case much of the theoretical story goes out the window.']",2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),41.0,,"['software', 'teams', 'microsoft', 'machine learning', 'Machine Learning']"
Machine Learning,b7a717233ec3ff37385ab1b06816d0ca375f5bb3,Data Shapley: Equitable Valuation of Data for Machine Learning,https://www.semanticscholar.org/paper/b7a717233ec3ff37385ab1b06816d0ca375f5bb3,Conference,"As data becomes the fuel driving technological and economic growth, a fundamental challenge is how to quantify the value of data in algorithmic predictions and decisions. For example, in healthcare and consumer markets, it has been suggested that individuals should be compensated for the data that they generate, but it is not clear what is an equitable valuation for individual data. In this work, we develop a principled framework to address data valuation in the context of supervised machine learning. Given a learning algorithm trained on $n$ data points to produce a predictor, we propose data Shapley as a metric to quantify the value of each training datum to the predictor performance. Data Shapley value uniquely satisfies several natural properties of equitable data valuation. We develop Monte Carlo and gradient-based methods to efficiently estimate data Shapley values in practical settings where complex learning algorithms, including neural networks, are trained on large datasets. In addition to being equitable, extensive experiments across biomedical, image and synthetic data demonstrate that data Shapley has several other benefits: 1) it is more powerful than the popular leave-one-out or leverage score in providing insight on what data is more valuable for a given learning task; 2) low Shapley value data effectively capture outliers and corruptions; 3) high Shapley value data inform what type of new data to acquire to improve the predictor.",2019,515,,"[27316199.0, 145085305.0]",27316199.0,Budapest,3,"[1793506.0, 1702822.0, 2362078.0]",Y,"['Additional regularization terms are also added to encourage the model to encode longer term dependencies in its latent distributions.', 'The current analysis is too simple.', 'A particularly interesting question would be whether the proposed model actually is a direct GAN-based extension of IBFA, and if not then how does it differ.']",International Conference on Machine Learning,19.0,,"['data', 'shapley', 'value', 'machine learning', 'Machine Learning']"
Machine Learning,d0ab11de3077490c80a08abd0fb8827bac84c454,MoleculeNet: a benchmark for molecular machine learning,https://www.semanticscholar.org/paper/d0ab11de3077490c80a08abd0fb8827bac84c454,JournalArticle,"A large scale benchmark for molecular machine learning consisting of multiple public datasets, metrics, featurizations and learning algorithms.",2017,1272,9,"[9957625.0, 2378027.0, 5932099.0, 145986494.0, 9959840.0, 5929246.0, 40867019.0, 1806271.0]",9957625.0,Nicosia,3,"[1764004.0, 145385471.0, 2256558402.0]",Y,"['Why will D answer negatively (or positively) on this example ?', 'Since this is so important to the results, more analysis would be helpful.', 'Overall the work is important, original, well-executed, and should open new directions for deep learning in program analysis.']",,,Chemical Science,"['scale', 'benchmark', 'machine', 'machine learning', 'Machine Learning']"
Machine Learning,71a85e735a3686bef8cce3725ae5ba82e2cabb1b,Underspecification Presents Challenges for Credibility in Modern Machine Learning,https://www.semanticscholar.org/paper/71a85e735a3686bef8cce3725ae5ba82e2cabb1b,JournalArticle,"ML models often exhibit unexpectedly poor behavior when they are deployed in real-world domains. We identify underspecification as a key reason for these failures. An ML pipeline is underspecified when it can return many predictors with equivalently strong held-out performance in the training domain. Underspecification is common in modern ML pipelines, such as those based on deep learning. Predictors returned by underspecified pipelines are often treated as equivalent based on their training domain performance, but we show here that such predictors can behave very differently in deployment domains. This ambiguity can lead to instability and poor model behavior in practice, and is a distinct failure mode from previously identified issues arising from structural mismatch between training and deployment domains. We show that this problem appears in a wide variety of practical ML pipelines, using examples from computer vision, medical imaging, natural language processing, clinical risk prediction based on electronic health records, and medical genomics. Our results show the need to explicitly account for underspecification in modeling pipelines that are intended for real-world deployment in any domain.",2020,546,23,"[1396841807.0, 145993598.0, 40497400.0, 1874006.0, 48401711.0, 2638246.0, 2110195795.0, 1695378.0, 144154709.0, 28552618.0, 2420527.0, 2815290.0, 3108448.0, 3451901.0, 6413143.0, 34302129.0, 2146275249.0, 6322777.0, 2007712128.0, 4836115.0, 145071265.0, 81408931.0, 144223091.0, 2065412355.0, 25897803.0, 2035210.0, 88478180.0, 144042306.0, 3212089.0, 6454443.0, 2007741250.0, 46537606.0, 2974320.0, 3316311.0, 1524732527.0, 20825661.0, 2856607.0, 2520251.0, 2743563.0, 1733143.0]",1396841807.0,Dublin,2,"[2006108901.0, 2810600.0]",Y,"['It puts forward a qualitative analogy between some recently observed behaviours in deep learning and results stemming from previous quantitative statistical physics analysis of single and two-layer neural networks.', '(or equivalently, the optimal generator under the density-ratio-estimator interpretation of discriminators proposed by https://arxiv.org/abs/1610.03483).']",,,Journal of machine learning research,"['pipelines', 'domains', 'underspecification', 'machine learning', 'Machine Learning']"
Machine Learning,2bc3644ce4de7fce5812c1455e056649a47c1bbf,Effective Heart Disease Prediction Using Hybrid Machine Learning Techniques,https://www.semanticscholar.org/paper/2bc3644ce4de7fce5812c1455e056649a47c1bbf,JournalArticle,"Heart disease is one of the most significant causes of mortality in the world today. Prediction of cardiovascular disease is a critical challenge in the area of clinical data analysis. Machine learning (ML) has been shown to be effective in assisting in making decisions and predictions from the large quantity of data produced by the healthcare industry. We have also seen ML techniques being used in recent developments in different areas of the Internet of Things (IoT). Various studies give only a glimpse into predicting heart disease with ML techniques. In this paper, we propose a novel method that aims at finding significant features by applying machine learning techniques resulting in improving the accuracy in the prediction of cardiovascular disease. The prediction model is introduced with different combinations of features and several known classification techniques. We produce an enhanced performance level with an accuracy level of 88.7% through the prediction model for heart disease with the hybrid random forest with a linear model (HRFLM).",2019,791,7,"[150302778.0, 9727014.0, 144369609.0]",150302778.0,Rome,2,"[2158585032.0, 3428490.0]",Y,"['The model is evaluated on the following tasks: * Qualitative results on denoising and one-shot generation using the Omniglot dataset.', 'The paper presents a new technique for anomaly detection where the dimension reduction and the density estimation steps are jointly optimized.']",,,IEEE Access,"['disease', 'prediction', 'techniques', 'machine learning', 'Machine Learning']"
