paperId,title,url,publicationTypes,abstract,year,citationCount,journal_volume,authorIds,corresponding_author,venue,journal_name,keywords
da5d78b3e3a1544fde98fba86088e1215e97cbe8,All NLP Tasks Are Generation Tasks: A General Pretraining Framework,https://www.semanticscholar.org/paper/da5d78b3e3a1544fde98fba86088e1215e97cbe8,JournalArticle,"There have been various types of pretraining architectures including autoregressive models (e.g., GPT), autoencoding models (e.g., BERT), and encoder-decoder models (e.g., T5). On the other hand, NLP tasks are different in nature, with three main categories being classification, unconditional generation, and conditional generation. However, none of the pretraining frameworks performs the best for all tasks, which introduces inconvenience for model development and selection. We propose a novel pretraining framework GLM (General Language Model) to address this challenge. Compared to previous work, our architecture has three major benefits: (1) it performs well on classification, unconditional generation, and conditional generation tasks with one single pretrained model; (2) it outperforms BERT-like models on classification due to improved pretrain-finetune consistency; (3) it naturally handles variable-length blank filling which is crucial for many downstream tasks. Empirically, GLM substantially outperforms BERT on the SuperGLUE natural language understanding benchmark with the same amount of pre-training data. Moreover, GLM with 1.25× parameters of BERTLarge achieves the best performance in NLU, conditional and unconditional generation at the same time, which demonstrates its generalizability to different downstream tasks.1 Equal contribution Department of Computer Science and Technology, Tsinghua Univerisity, Beijing, China Beijing Academy of Artificial Intelligence, Beijing, China Massachusetts Institute of Technology, Cambridge, U.S.A. Recurrent AI, Ltd.. Correspondence to: Zhilin Yang <kimi_yang@rcrai.com>, Jie Tang <jietang@tsinghua.edu.cn>. The codes and pre-trained models are available at https: //github.com/THUDM/GLM All [START] NLP tasks are generation tasks All NLP tasks [END] are generation tasks",2021,49,abs/2103.10360,"[66395694.0, 5606742.0, 2111312892.0, 2055623340.0, 40125294.0, 2109512754.0, 2109541439.0]",66395694.0,Budapest,arXiv.org,"['generation', 'tasks', 'models', 'nlp', 'NLP']"
e02a757617c2c42eb62889cc4d4aee3765928303,The Web Is Your Oyster - Knowledge-Intensive NLP against a Very Large Web Corpus,https://www.semanticscholar.org/paper/e02a757617c2c42eb62889cc4d4aee3765928303,JournalArticle,"In order to address increasing demands of real-world applications, the research for knowledge-intensive NLP (KI-NLP) should advance by capturing the challenges of a truly open-domain environment: web-scale knowledge, lack of structure, inconsistent quality and noise. To this end, we propose a new setup for evaluating existing knowledge intensive tasks in which we generalize the background corpus to a universal web snapshot. We investigate a slate of NLP tasks which rely on knowledge - either factual or common sense, and ask systems to use a subset of CCNet - the Sphere corpus - as a knowledge source. In contrast to Wikipedia, otherwise a common background corpus in KI-NLP, Sphere is orders of magnitude larger and better reflects the full diversity of knowledge on the web. Despite potential gaps in coverage, challenges of scale, lack of structure and lower quality, we find that retrieval from Sphere enables a state of the art system to match and even outperform Wikipedia-based models on several tasks. We also observe that while a dense index can outperform a sparse BM25 baseline on Wikipedia, on Sphere this is not yet possible. To facilitate further research and minimise the community's reliance on proprietary, black-box search engines, we share our indices, evaluation metrics and infrastructure.",2021,48,abs/2112.09924,"[120174856.0, 40052301.0, 2067091563.0, 113568063.0, 2966239.0, 1410231361.0, 145222654.0, 1628391446.0, 3024698.0, 2072801764.0, 48662861.0]",120174856.0,Belgrade,arXiv.org,"['knowledge', 'sphere', 'nlp', 'tasks', 'NLP']"
df7336844a31165db0ae08f1cd0f560c9e3faeea,BadNL: Backdoor Attacks Against NLP Models,https://www.semanticscholar.org/paper/df7336844a31165db0ae08f1cd0f560c9e3faeea,JournalArticle,"Machine learning (ML) has progressed rapidly during the past decade and ML models have been deployed in various real-world applications. Meanwhile, machine learning models have been shown to be vulnerable to various security and privacy attacks. One attack that has attracted a great deal of attention recently is the backdoor attack. Specifically, the adversary poisons the target model training set, to mislead any input with an added secret trigger to a target class, while keeping the accuracy for original inputs unchanged. 
Previous backdoor attacks mainly focus on computer vision tasks. In this paper, we present the first systematic investigation of the backdoor attack against models designed for natural language processing (NLP) tasks. Specifically, we propose three methods to construct triggers in the NLP setting, including Char-level, Word-level, and Sentence-level triggers. Our Attacks achieve an almost perfect success rate without jeopardizing the original model utility. For instance, using the word-level triggers, our backdoor attack achieves 100% backdoor accuracy with only a drop of 0.18%, 1.26%, and 0.19% in the models utility, for the IMDB, Amazon, and Stanford Sentiment Treebank datasets, respectively.",2020,130,abs/2006.01043,"[151257231.0, 66697271.0, 144588806.0, 2026855.0, 2145954003.0]",151257231.0,Stockholm,arXiv.org,"['models', 'attack', 'backdoor', 'nlp', 'NLP']"
f9c602cc436a9ea2f9e7db48c77d924e09ce3c32,Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms,https://www.semanticscholar.org/paper/f9c602cc436a9ea2f9e7db48c77d924e09ce3c32,JournalArticle,"We present Fashion-MNIST, a new dataset comprising of 28x28 grayscale images of 70,000 fashion products from 10 categories, with 7,000 images per category. The training set has 60,000 images and the test set has 10,000 images. Fashion-MNIST is intended to serve as a direct drop-in replacement for the original MNIST dataset for benchmarking machine learning algorithms, as it shares the same image size, data format and the structure of training and testing splits. The dataset is freely available at this https URL",2017,6944,abs/1708.07747,"[145642373.0, 4565995.0, 2742129.0]",145642373.0,Sarajevo,arXiv.org,"['images', 'training', 'dataset', 'machine learning', 'Machine Learning']"
9c9d7247f8c51ec5a02b0d911d1d7b9e8160495d,TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems,https://www.semanticscholar.org/paper/9c9d7247f8c51ec5a02b0d911d1d7b9e8160495d,JournalArticle,"TensorFlow is an interface for expressing machine learning algorithms, and an implementation for executing such algorithms. A computation expressed using TensorFlow can be executed with little or no change on a wide variety of heterogeneous systems, ranging from mobile devices such as phones and tablets up to large-scale distributed systems of hundreds of machines and thousands of computational devices such as GPU cards. The system is flexible and can be used to express a wide variety of algorithms, including training and inference algorithms for deep neural network models, and it has been used for conducting research and for deploying machine learning systems into production across more than a dozen areas of computer science and other fields, including speech recognition, computer vision, robotics, information retrieval, natural language processing, geographic information extraction, and computational drug discovery. This paper describes the TensorFlow interface and an implementation of that interface that we have built at Google. The TensorFlow API and a reference implementation were released as an open-source package under the Apache 2.0 license in November, 2015 and are available at www.tensorflow.org.",2016,10416,abs/1603.04467,"[2057642721.0, 2078528337.0, 144758007.0, 2445241.0, 2545358.0, 48738717.0, 32131713.0, 36347083.0, 49959210.0, 145139947.0, 1780892.0, 153440022.0, 2064102917.0, 2060655766.0, 2090818.0, 39978391.0, 1944541.0, 40527594.0, 1942300.0, 3369421.0, 30415265.0, 3089272.0, 144375552.0, 20154699.0, 37232298.0, 144927151.0, 1789737.0, 32163737.0, 1701686.0, 35210462.0, 2080690.0, 2657155.0, 2053781980.0, 1765169.0, 1689108.0, 47941411.0, 145233583.0, 35078078.0, 2117163698.0, 2152198093.0]",2057642721.0,Belgrade,arXiv.org,"['interface', 'algorithms', 'implementation', 'machine learning', 'Machine Learning']"
597bd2e45427563cdf025e53a3239006aa364cfc,Open Graph Benchmark: Datasets for Machine Learning on Graphs,https://www.semanticscholar.org/paper/597bd2e45427563cdf025e53a3239006aa364cfc,JournalArticle,"We present the Open Graph Benchmark (OGB), a diverse set of challenging and realistic benchmark datasets to facilitate scalable, robust, and reproducible graph machine learning (ML) research. OGB datasets are large-scale (up to 100+ million nodes and 1+ billion edges), encompass multiple important graph ML tasks, and cover a diverse range of domains, ranging from social and information networks to biological networks, molecular graphs, source code ASTs, and knowledge graphs. For each dataset, we provide a unified evaluation protocol using meaningful application-specific data splits and evaluation metrics. In addition to building the datasets, we also perform extensive benchmark experiments for each dataset. Our experiments suggest that OGB datasets present significant challenges of scalability to large-scale graphs and out-of-distribution generalization under realistic data splits, indicating fruitful opportunities for future research. Finally, OGB provides an automated end-to-end graph ML pipeline that simplifies and standardizes the process of graph data loading, experimental setup, and model evaluation. OGB will be regularly updated and welcomes inputs from the community. OGB datasets as well as data loaders, evaluation scripts, baseline code, and leaderboards are publicly available at this https URL .",2020,1841,abs/2005.00687,"[48594758.0, 3410500.0, 2095762.0, 2047998.0, 40046694.0, 2156641189.0, 1754926.0, 1702139.0]",48594758.0,Madrid,Neural Information Processing Systems,"['ogb', 'graph', 'datasets', 'machine learning', 'Machine Learning']"
69a72ff5b30642d11c96635e99aadad3140d33a7,CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation,https://www.semanticscholar.org/paper/69a72ff5b30642d11c96635e99aadad3140d33a7,JournalArticle,"Benchmark datasets have a significant impact on accelerating research in programming language tasks. In this paper, we introduce CodeXGLUE, a benchmark dataset to foster machine learning research for program understanding and generation. CodeXGLUE includes a collection of 10 tasks across 14 datasets and a platform for model evaluation and comparison. CodeXGLUE also features three baseline systems, including the BERT-style, GPT-style, and Encoder-Decoder models, to make it easy for researchers to use the platform. The availability of such data and baselines can help the development and validation of new methods that can be applied to various program understanding and generation problems.",2021,686,abs/2102.04664,"[2115338656.0, 2278834796.0, 50052368.0, 145505727.0, 47090739.0, 37488446.0, 2064509404.0, 1943097969.0, 71790825.0, 39483833.0, 1410115257.0, 2143359114.0, 24962156.0, 2135918679.0, 40626221.0, 50175330.0, 92660691.0, 46429989.0, 145507437.0, 1702996983.0, 2072784644.0, 1803054.0]",2115338656.0,Tallinn,NeurIPS Datasets and Benchmarks,"['codexglue', 'datasets', 'research', 'machine learning', 'Machine Learning']"
e2a85a6766b982ff7c8980e57ca6342d22493827,Adversarial Machine Learning at Scale,https://www.semanticscholar.org/paper/e2a85a6766b982ff7c8980e57ca6342d22493827,JournalArticle,"Adversarial examples are malicious inputs designed to fool machine learning models. They often transfer from one model to another, allowing attackers to mount black box attacks without knowledge of the target model's parameters. Adversarial training is the process of explicitly training a model on adversarial examples, in order to make it more robust to attack or to reduce its test error on clean inputs. So far, adversarial training has primarily been applied to small problems. In this research, we apply adversarial training to ImageNet. Our contributions include: (1) recommendations for how to succesfully scale adversarial training to large models and datasets, (2) the observation that adversarial training confers robustness to single-step attack methods, (3) the finding that multi-step attack methods are somewhat less transferable than single-step attack methods, so single-step attacks are the best for mounting black-box attacks, and (4) resolution of a ""label leaking"" effect that causes adversarially trained models to perform better on adversarial examples than on clean examples, because the adversarial example construction process uses the true label and the model can learn to exploit regularities in the construction process.",2016,2703,abs/1611.01236,"[145714153.0, 153440022.0, 1751569.0]",145714153.0,Rome,International Conference on Learning Representations,"['training', 'examples', 'models', 'machine learning', 'Machine Learning']"
7eb733c8ac1b3d1dd8b50e066ddae10769e3b46e,CrypTen: Secure Multi-Party Computation Meets Machine Learning,https://www.semanticscholar.org/paper/7eb733c8ac1b3d1dd8b50e066ddae10769e3b46e,JournalArticle,"Secure multi-party computation (MPC) allows parties to perform computations on data while keeping that data private. This capability has great potential for machine-learning applications: it facilitates training of machine-learning models on private data sets owned by different parties, evaluation of one party's private model using another party's private data, etc. Although a range of studies implement machine-learning models via secure MPC, such implementations are not yet mainstream. Adoption of secure MPC is hampered by the absence of flexible software frameworks that""speak the language""of machine-learning researchers and engineers. To foster adoption of secure MPC in machine learning, we present CrypTen: a software framework that exposes popular secure MPC primitives via abstractions that are common in modern machine-learning frameworks, such as tensor computations, automatic differentiation, and modular neural networks. This paper describes the design of CrypTen and measure its performance on state-of-the-art models for text classification, speech recognition, and image classification. Our benchmarks show that CrypTen's GPU support and high-performance communication between (an arbitrary number of) parties allows it to perform efficient private evaluation of modern machine-learning models under a semi-honest threat model. For example, two parties using CrypTen can securely predict phonemes in speech recordings using Wav2Letter faster than real-time. We hope that CrypTen will spur adoption of secure MPC in the machine-learning community.",2021,218,abs/2109.00984,"[2713842.0, 2262405.0, 144479015.0, 2264597.0, 3407874.0, 1803520.0]",2713842.0,Vaduz,Neural Information Processing Systems,"['machinelearning', 'mpc', 'parties', 'machine learning', 'Machine Learning']"
9e27190f2d9b2167d4a66b88696def4585072fd5,SoilGrids250m: Global gridded soil information based on machine learning,https://www.semanticscholar.org/paper/9e27190f2d9b2167d4a66b88696def4585072fd5,JournalArticle,"This paper describes the technical development and accuracy assessment of the most recent and improved version of the SoilGrids system at 250m resolution (June 2016 update). SoilGrids provides global predictions for standard numeric soil properties (organic carbon, bulk density, Cation Exchange Capacity (CEC), pH, soil texture fractions and coarse fragments) at seven standard depths (0, 5, 15, 30, 60, 100 and 200 cm), in addition to predictions of depth to bedrock and distribution of soil classes based on the World Reference Base (WRB) and USDA classification systems (ca. 280 raster layers in total). Predictions were based on ca. 150,000 soil profiles used for training and a stack of 158 remote sensing-based soil covariates (primarily derived from MODIS land products, SRTM DEM derivatives, climatic images and global landform and lithology maps), which were used to fit an ensemble of machine learning methods—random forest and gradient boosting and/or multinomial logistic regression—as implemented in the R packages ranger, xgboost, nnet and caret. The results of 10–fold cross-validation show that the ensemble models explain between 56% (coarse fragments) and 83% (pH) of variation with an overall average of 61%. Improvements in the relative accuracy considering the amount of variation explained, in comparison to the previous version of SoilGrids at 1 km spatial resolution, range from 60 to 230%. Improvements can be attributed to: (1) the use of machine learning instead of linear regression, (2) to considerable investments in preparing finer resolution covariate layers and (3) to insertion of additional soil profiles. Further development of SoilGrids could include refinement of methods to incorporate input uncertainties and derivation of posterior probability distributions (per pixel), and further automation of spatial modeling so that soil maps can be generated for potentially hundreds of soil variables. Another area of future research is the development of methods for multiscale merging of SoilGrids predictions with local and/or national gridded soil products (e.g. up to 50 m spatial resolution) so that increasingly more accurate, complete and consistent global soil information can be produced. SoilGrids are available under the Open Data Base License.",2017,2378,12,"[2856207.0, 7549589.0, 145253407.0, 9583743.0, 30504500.0, 9030720.0, 2228185935.0, 3376186.0, 3018223.0, 1402912902.0, 145669099.0, 145632581.0, 145028966.0, 49399380.0, 100653750.0, 32830771.0, 2924968.0, 2146245.0, 4953836.0]",2856207.0,Oslo,PLoS ONE,"['soil', 'soilgrids', 'resolution', 'machine learning', 'Machine Learning']"
2afa490dde7a8c582d889530c7f8b042fef6a8b7,Machine learning–accelerated computational fluid dynamics,https://www.semanticscholar.org/paper/2afa490dde7a8c582d889530c7f8b042fef6a8b7,JournalArticle,"Significance Accurate simulation of fluids is important for many science and engineering problems but is very computationally demanding. In contrast, machine-learning models can approximate physics very quickly but at the cost of accuracy. Here we show that using machine learning inside traditional fluid simulations can improve both accuracy and speed, even on examples very different from the training data. Our approach opens the door to applying machine learning to large-scale physical modeling tasks like airplane design and climate prediction. Numerical simulation of fluids plays an essential role in modeling many physical phenomena, such as weather, climate, aerodynamics, and plasma physics. Fluids are well described by the Navier–Stokes equations, but solving these equations at scale remains daunting, limited by the computational cost of resolving the smallest spatiotemporal features. This leads to unfavorable trade-offs between accuracy and tractability. Here we use end-to-end deep learning to improve approximations inside computational fluid dynamics for modeling two-dimensional turbulent flows. For both direct numerical simulation of turbulence and large-eddy simulation, our results are as accurate as baseline solvers with 8 to 10× finer resolution in each spatial dimension, resulting in 40- to 80-fold computational speedups. Our method remains stable during long simulations and generalizes to forcing functions and Reynolds numbers outside of the flows where it is trained, in contrast to black-box machine-learning approaches. Our approach exemplifies how scientific computing can leverage machine learning and hardware accelerators to improve simulations without sacrificing accuracy or generalization.",2021,536,118,"[40833997.0, 2119124568.0, 2078196952.0, 2286764736.0, 36397553.0, 2257229905.0]",40833997.0,Reykjavik,Proceedings of the National Academy of Sciences of the United States of America,"['simulation', 'accuracy', 'fluids', 'machine learning', 'Machine Learning']"
