paperId,title,url,publicationTypes,abstract,year,citationCount,authorIds,corresponding_author,venue,number_reviewers,reviewers,approved,comments,proceedings,edition,keywords
579476d19566efc842929ea6bdd18ab760c8cfa2,Towards Faithfully Interpretable NLP Systems: How Should We Define and Evaluate Faithfulness?,https://www.semanticscholar.org/paper/579476d19566efc842929ea6bdd18ab760c8cfa2,Conference,"With the growing popularity of deep-learning based NLP models, comes a need for interpretable systems. But what is interpretability, and what constitutes a high-quality interpretation? In this opinion piece we reflect on the current state of interpretability evaluation research. We call for more clearly differentiating between different desired criteria an interpretation should satisfy, and focus on the faithfulness criteria. We survey the literature with respect to faithfulness evaluation, and arrange the current approaches around three assumptions, providing an explicit form to how faithfulness is “defined” by the community. We provide concrete guidelines on how evaluation of interpretation methods should and should not be conducted. Finally, we claim that the current binary definition for faithfulness sets a potentially unrealistic bar for being considered faithful. We call for discarding the binary notion of faithfulness in favor of a more graded one, which we believe will be of greater practical utility.",2020,408,"41016275, 79775260",41016275,Berlin,2,"145201124, 2309967",Y,"Interesting set of ideas and direction, but lack of quantitative analysis supporting the results.;In this paper, the authors propose deep architecture that preserves mutual information between the input and the hidden representation and show that the loss of information can only occur at the final layer.",Annual Meeting of the Association for Computational Linguistics,20,"faithfulness,interpretation,evaluation,nlp,NLP"
77a096d80eb4dd4ccd103d1660c5a5498f7d026b,Dynabench: Rethinking Benchmarking in NLP,https://www.semanticscholar.org/paper/77a096d80eb4dd4ccd103d1660c5a5498f7d026b,Conference,"We introduce Dynabench, an open-source platform for dynamic dataset creation and model benchmarking. Dynabench runs in a web browser and supports human-and-model-in-the-loop dataset creation: annotators seek to create examples that a target model will misclassify, but that another person will not. In this paper, we argue that Dynabench addresses a critical need in our community: contemporary models quickly achieve outstanding performance on benchmark tasks but nonetheless fail on simple challenge examples and falter in real-world scenarios. With Dynabench, dataset creation, model development, and model assessment can directly inform each other, leading to more robust and informative benchmarks. We report on four initial NLP tasks, illustrating these concepts and highlighting the promise of the platform, and address potential objections to dynamic benchmarking as a new standard for the field.",2021,256,"1743722, 153408953, 40383658, 9264826, 80833908, 47039337, 2737827, 119869488, 1422035486, 1736107, 1500242049, 48662861, 2138053020, 1918552, 3422908, 143977268, 144922861, 2110032535",1743722,Dublin,2,"2729273, 82614785",Y,"I feel that the authors should give a more prominent disclaimer to potential users of the test.;If so, doesn't that correspond to evaluating the model under a different generative assumption?",North American Chapter of the Association for Computational Linguistics,21,"model,creation,platform,nlp,NLP"
087dd95e13efd47aef2a6582e6801b39fc0f83d8,ERASER: A Benchmark to Evaluate Rationalized NLP Models,https://www.semanticscholar.org/paper/087dd95e13efd47aef2a6582e6801b39fc0f83d8,Conference,"State-of-the-art models in NLP are now predominantly based on deep neural networks that are opaque in terms of how they come to make predictions. This limitation has increased interest in designing more interpretable deep models for NLP that reveal the ‘reasoning’ behind model outputs. But work in this direction has been conducted on different datasets and tasks with correspondingly unique aims and metrics; this makes it difficult to track progress. We propose the Evaluating Rationales And Simple English Reasoning (ERASER a benchmark to advance research on interpretable models in NLP. This benchmark comprises multiple datasets and tasks for which human annotations of “rationales” (supporting evidence) have been collected. We propose several metrics that aim to capture how well the rationales provided by models align with human rationales, and also how faithful these rationales are (i.e., the degree to which provided rationales influenced the corresponding predictions). Our hope is that releasing this benchmark facilitates progress on designing more interpretable NLP systems. The benchmark, code, and documentation are available at https://www.eraserbenchmark.com/",2019,473,"48727916, 49837811, 8937909, 51172373, 2228109, 2166511, 1912476",48727916,Lisbon,2,"41020222, 2066229431",Y,"I welcome and are grateful for any theory in the area.;Indeed, the authors have commented: ""AlexNet with batch-normalization (AlexNet-BN) is the standard model ... acceptance that improvements made to accuracy transfer well to more modern architectures.""",Annual Meeting of the Association for Computational Linguistics,19,"models,benchmark,rationales,nlp,NLP"
a747e8f2659df479c0092301b9658fc582423df1,"One Country, 700+ Languages: NLP Challenges for Underrepresented Languages and Dialects in Indonesia",https://www.semanticscholar.org/paper/a747e8f2659df479c0092301b9658fc582423df1,Conference,"NLP research is impeded by a lack of resources and awareness of the challenges presented by underrepresented languages and dialects. Focusing on the languages spoken in Indonesia, the second most linguistically diverse and the fourth most populous nation of the world, we provide an overview of the current state of NLP research for Indonesia’s 700+ languages. We highlight challenges in Indonesian NLP and how these affect the performance of current NLP systems. Finally, we provide general recommendations to help develop NLP technology not only for languages of Indonesia but also other underrepresented languages.",2022,56,"8129718, 9162688, 2789148, 66986482, 2279712392, 1935324, 46199596, 35722593, 2368148, 145465286, 1800564, 2124014463",8129718,Oslo,2,"5840536, 47224454",Y,"It would be nice to provide some sort of analysis of it, even an empirical one.;Moreover, the authors proposed updating the parameter \theta of the generator g_\theta.",Annual Meeting of the Association for Computational Linguistics,22,"nlp,languages,indonesia,research,NLP"
598231eb906b183f7a2a408ef4536127e11e3de9,Challenges and Strategies in Cross-Cultural NLP,https://www.semanticscholar.org/paper/598231eb906b183f7a2a408ef4536127e11e3de9,Conference,"Various efforts in the Natural Language Processing (NLP) community have been made to accommodate linguistic diversity and serve speakers of many different languages. However, it is important to acknowledge that speakers and the content they produce and require, vary not just by language, but also by culture. Although language and culture are tightly linked, there are important differences. Analogous to cross-lingual and multilingual NLP, cross-cultural and multicultural NLP considers these differences in order to better serve users of NLP systems. We propose a principled framework to frame these efforts, and survey existing and potential strategies.",2022,72,"2064295987, 37922370, 49568895, 3295381, 30671790, 6547490, 83574123, 2093582149, 2125376289, 1717462692, 50110151, 82259306, 1660797358, 1700187",2064295987,Podgorica,2,"1803520, 2043402",Y,Are the test environments sufficiently different from the training ones?;The model is based on both source/target syntax trees and performs an attentional encoder-decoder style network over the tree structure.,Annual Meeting of the Association for Computational Linguistics,22,"nlp,language,efforts,speakers,NLP"
3a7bbc46795929f0eace82b64c44c92a48682fb5,FLAIR: An Easy-to-Use Framework for State-of-the-Art NLP,https://www.semanticscholar.org/paper/3a7bbc46795929f0eace82b64c44c92a48682fb5,Conference,"We present FLAIR, an NLP framework designed to facilitate training and distribution of state-of-the-art sequence labeling, text classification and language models. The core idea of the framework is to present a simple, unified interface for conceptually very different types of word and document embeddings. This effectively hides all embedding-specific engineering complexity and allows researchers to “mix and match” various embeddings with little effort. The framework also implements standard model training and hyperparameter selection routines, as well as a data fetching module that can download publicly available NLP datasets and convert them into data structures for quick set up of experiments. Finally, FLAIR also ships with a “model zoo” of pre-trained models to allow researchers to use state-of-the-art NLP models in their applications. This paper gives an overview of the framework and its functionality. The framework is available on GitHub at https://github.com/zalandoresearch/flair .",2019,679,"2403712, 2077245166, 2725328, 4565995, 134757625, 2742129",2403712,Warsaw,3,"143651788, 2243348413, 5486617",Y,"The fact that the proposed technique is simple yet yields such speedups is encouraging.;In light of this, I think it is reasonable to ignore the fact that the proposed initialization does not provide benefits on Penn Treebank and text8.;The motivation is difficult to grasp and the contributions do not seem compelling.",North American Chapter of the Association for Computational Linguistics,19,"framework,nlp,models,training,NLP"
be7cb8f79bc018e57467168fc0c7f8ad59bba04f,Adaptive Testing and Debugging of NLP Models,https://www.semanticscholar.org/paper/be7cb8f79bc018e57467168fc0c7f8ad59bba04f,Conference,"Current approaches to testing and debugging NLP models rely on highly variable human creativity and extensive labor, or only work for a very restrictive class of bugs. We present AdaTest, a process which uses large scale language models (LMs) in partnership with human feedback to automatically write unit tests highlighting bugs in a target model. Such bugs are then addressed through an iterative text-fix-retest loop, inspired by traditional software development. In experiments with expert and non-expert users and commercial / research models for 8 different tasks, AdaTest makes users 5-10x more effective at finding bugs than current approaches, and helps users effectively fix bugs without adding new bugs.",2022,53,"78846919, 23451726",78846919,Bratislava,3,"1505828520, 103131985, 1996394",Y,"After reading the paper, it’s not clear to me what the components of the model are, what each of them take as input and produce as output, what these modules do and how they are combined.;* There are many estimators for f-divergences (like the ones cited above and many others based e.g. on nearest-neighbors) that are sample-based and thus correspond to the ""implicit"" case that the authors discuss.;It is not clear how a softmax output of a CNN, which is trained in a supervised way, follow such assumptions.",Annual Meeting of the Association for Computational Linguistics,22,"bugs,models,users,nlp,NLP"
3caf34532597683c980134579b156cd0d7db2f40,Universal Adversarial Triggers for Attacking and Analyzing NLP,https://www.semanticscholar.org/paper/3caf34532597683c980134579b156cd0d7db2f40,Conference,"Adversarial examples highlight model vulnerabilities and are useful for evaluation and interpretation. We define universal adversarial triggers: input-agnostic sequences of tokens that trigger a model to produce a specific prediction when concatenated to any input from a dataset. We propose a gradient-guided search over tokens which finds short trigger sequences (e.g., one word for classification and four words for language modeling) that successfully trigger the target prediction. For example, triggers cause SNLI entailment accuracy to drop from 89.94% to 0.55%, 72% of “why” questions in SQuAD to be answered “to kill american people”, and the GPT-2 language model to spew racist output even when conditioned on non-racial contexts. Furthermore, although the triggers are optimized using white-box access to a specific model, they transfer to other models for all tasks we consider. Finally, since triggers are input-agnostic, they provide an analysis of global model behavior. For instance, they confirm that SNLI models exploit dataset biases and help to diagnose heuristics learned by reading comprehension models.",2019,625,"145217343, 2113511266, 1380266797, 40642935, 34650964",145217343,Vaduz,3,"1864353, 1830383266, 47149500",Y,"How much can change between the goal images and the environment before the system fails?;What is LSS in figure 4?;The WAGE parameters (i.e., the quantized no. of bits used) are 2-8-8-8, respectively.",Conference on Empirical Methods in Natural Language Processing,19,"model,triggers,models,nlp,NLP"
d235a9085e0543fcbe502fbc269f9a8ee01dcbab,AdaPrompt: Adaptive Model Training for Prompt-based NLP,https://www.semanticscholar.org/paper/d235a9085e0543fcbe502fbc269f9a8ee01dcbab,Conference,"Prompt-based learning, with its capability to tackle zero-shot and few-shot NLP tasks, has gained much attention in community. The main idea is to bridge the gap between NLP downstream tasks and language modeling (LM), by mapping these tasks into natural language prompts, which are then filled by pre-trained language models (PLMs). However, for prompt learning, there are still two salient gaps between NLP tasks and pretraining. First, prompt information is not necessarily sufficiently present during LM pretraining. Second, task-specific data are not necessarily well represented during pretraining. We address these two issues by proposing AdaPrompt, adaptively retrieving external data for continual pretraining of PLMs by making use of both task and prompt characteristics. In addition, we make use of knowledge in Natural Language Inference models for deriving adaptive verbalizers. Experimental results on five NLP benchmarks show that AdaPrompt can improve over standard PLMs in few-shot settings. In addition, in zero-shot settings, our method outperforms standard prompt-based methods by up to 26.35\% relative error reduction.",2022,33,"2109404730, 39798499, 2152290059, 2992833, 8652308, 48262024, 2145913600",2109404730,Chisinau,2,"77790220, 2772242",Y,"The idea has some novelty and the results on several tasks attempting to prove its effectiveness against systems that handle named entities in a static way.;For the application of images, using text description to refine the representation is a natural and important research question.",Conference on Empirical Methods in Natural Language Processing,22,"tasks,language,nlp,plms,NLP"
011095a0082e5e301f9bf30267b193c1c9e7e370,Perturbation Augmentation for Fairer NLP,https://www.semanticscholar.org/paper/011095a0082e5e301f9bf30267b193c1c9e7e370,Conference,"Unwanted and often harmful social biases are becoming ever more salient in NLP research, affecting both models and datasets. In this work, we ask whether training on demographically perturbed data leads to fairer language models. We collect a large dataset of human annotated text perturbations and train a neural perturbation model, which we show outperforms heuristic alternatives. We find that (i) language models (LMs) pre-trained on demographically perturbed corpora are typically more fair, and (ii) LMs finetuned on perturbed GLUE datasets exhibit less demographic bias on downstream tasks, and (iii) fairness improvements do not come at the expense of performance on downstream tasks. Lastly, we discuss outstanding questions about how best to evaluate the (un)fairness of large language models. We hope that this exploration of neural demographic perturbation will help drive more improvement towards fairer NLP.",2022,34,"2149798086, 51519704, 2166312768, 51324296, 2111313627, 2110032535",2149798086,Helsinki,3,"2118438836, 2282113562, 2113619066",Y,"It would be interesting to see the results of the new activation function on LSTM.;After all, reward seems to play a very important role for the proposed system.;To start, why not plot the empirical histogram of p(z|x) (for some fixed x's) to get a sense of how well-behaved it is as a distribution.",Conference on Empirical Methods in Natural Language Processing,22,"models,nlp,language,datasets,NLP"
e57aeb158a38ccf33d2f0f5a8f63f1209497e329,What Do NLP Researchers Believe? Results of the NLP Community Metasurvey,https://www.semanticscholar.org/paper/e57aeb158a38ccf33d2f0f5a8f63f1209497e329,Conference,"We present the results of the NLP Community Metasurvey. Run from May to June 2022, it elicited opinions on controversial issues, including industry influence in the field, concerns about AGI, and ethics. Our results put concrete numbers to several controversies: For example, respondents are split in half on the importance of artificial general intelligence, whether language models understand language, and the necessity of linguistic structure and inductive bias for solving NLP problems. In addition, the survey posed meta-questions, asking respondents to predict the distribution of survey responses. This allows us to uncover false sociological beliefs where the community’s predictions don’t match reality. Among other results, we find that the community greatly overestimates its own belief in the usefulness of benchmarks and the potential for scaling to solve real-world problems, while underestimating its belief in the importance of linguistic structure, inductive bias, and interdisciplinary science.",2022,26,"38614754, 14487640, 119389860, 49355602, 144906624, 13336152, 93811144, 10666396, 46230016, 80842917, 1799822",38614754,Valletta,3,"48738717, 1919541, 2157681212",Y,"This is done by first using unsupervised pretraining and then fine-tuning using a weighted combination of the regular multinomial NLL loss and a reconstruction loss at the last hidden layer.;The explanation of the cause of ""super-convergence"" from the perspective of  transversing the loss function topology in section 3 is rather illustrative at the best without convincing support of arguments.;This paper proposes a new method to train DNNs with quantized weights, by including the quantization as a constraint in a proximal quasi-Newton algorithm, which simultaneously learns a scaling for the quantized values (possibly different for positive and negative weights).",Annual Meeting of the Association for Computational Linguistics,22,"results,nlp,community,respondents,NLP"
7fa273f450251523e6b7fcc2eb3fdbdfd4a30493,CrossFit: A Few-shot Learning Challenge for Cross-task Generalization in NLP,https://www.semanticscholar.org/paper/7fa273f450251523e6b7fcc2eb3fdbdfd4a30493,Conference,"Humans can learn a new language task efficiently with only few examples, by leveraging their knowledge obtained when learning prior tasks. In this paper, we explore whether and how such cross-task generalization ability can be acquired, and further applied to build better few-shot learners across diverse NLP tasks. We introduce CrossFit, a problem setup for studying cross-task generalization ability, which standardizes seen/unseen task partitions, data access during different learning stages, and the evaluation protocols. To instantiate different seen/unseen task partitions in CrossFit and facilitate in-depth analysis, we present the NLP Few-shot Gym, a repository of 160 diverse few-shot NLP tasks created from open-access NLP datasets and converted to a unified text-to-text format. Our analysis reveals that the few-shot learning ability on unseen tasks can be improved via an upstream learning stage using a set of seen tasks. We also observe that the selection of upstream learning tasks can significantly influence few-shot performance on unseen tasks, asking further analysis on task similarity and transferability.",2021,141,"1557391091, 51583409, 145201124",1557391091,Zagreb,3,"145993598, 9543395, 2805081",Y,"It is somewhat alarming how the analysis has little to do with the neural networks and how dropout works, let along RNNs, while the strength of the empirical results are all on RNNs.;In fact, linear PCA can be viewed as an autoencoder model with linear encoder and decoder (so that the squared error reconstruction loss between a given sample and the sample reconstructed by the autoencoder is minimal (Bishop, 2006)).;After introducing the idea and related work, the authors in Section 3 give details about how to perform the quantization.",Conference on Empirical Methods in Natural Language Processing,21,"tasks,nlp,task,ability,NLP"
